,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
523,rzhev,83.0,RU,2019-08-24 14:28:42,96.0,56.26,34.33,55.75280000000005,5.1897008
524,mount hagen,73.0,PG,2019-08-24 14:28:43,91.0,-5.86,144.23,44.05280000000005,3.2883018
525,guajara,40.0,BR,2019-08-24 14:28:43,74.0,-0.88,-48.16,86.0,11.408394
526,te anau,82.0,NZ,2019-08-24 14:28:43,81.0,-45.41,167.72,44.952800000000046,9.8201666
527,corner brook,75.0,CA,2019-08-24 14:28:43,62.0,48.95,-57.95,60.8,11.408394
528,christchurch,0.0,NZ,2019-08-24 14:28:43,100.0,-43.53,172.64,46.99400000000007,3.35541
529,kutoarjo,64.0,ID,2019-08-24 14:28:44,96.0,-7.72,109.9,67.27280000000002,0.31317160000000005
530,krasnoarmeysk,40.0,RU,2019-08-24 14:28:44,77.0,56.12,38.15,66.99199999999999,11.184700000000001
531,canals,0.0,ES,2019-08-24 14:28:44,69.0,38.96,-0.58,82.00400000000005,5.816044000000001
532,dunedin,93.0,NZ,2019-08-24 14:28:44,50.0,-45.87,170.5,50.0,5.010745600000001
533,hailar,0.0,CN,2019-08-24 14:28:45,86.0,49.2,119.7,55.032800000000094,2.23694
534,mossendjo,95.0,CG,2019-08-24 14:28:45,67.0,-2.95,12.72,76.99280000000007,2.9527608000000005
535,quepos,40.0,CR,2019-08-24 14:28:45,48.0,9.43,-84.16,86.0,12.750558000000002
536,mount isa,1.0,AU,2019-08-24 14:28:45,39.0,-20.73,139.49,46.4,11.318916399999999
537,berezovyy,96.0,RU,2019-08-24 14:28:46,97.0,51.67,135.7,46.21280000000003,2.2816788000000003
538,tereze,40.0,RU,2019-08-24 14:28:46,47.0,43.94,42.44,82.00400000000005,8.94776
539,myitkyina,0.0,MM,2019-08-24 14:28:46,83.0,25.38,97.4,74.29280000000007,2.6843280000000003
540,lazaro cardenas,75.0,MX,2019-08-24 14:28:46,44.0,28.39,-105.62,80.6,5.816044000000001
541,waterloo,75.0,SL,2019-08-24 14:28:47,78.0,8.34,-13.07,82.4,9.171454
542,gallup,1.0,US,2019-08-24 14:23:52,14.0,35.53,-108.74,87.80000000000001,12.750558000000002
543,flinders,0.0,AU,2019-08-24 14:28:47,52.0,-34.58,150.85,59.0,6.934514000000001
544,elizabeth city,90.0,US,2019-08-24 14:26:40,73.0,36.3,-76.22,75.99199999999999,14.987498000000002
545,presidencia roque saenz pena,19.0,AR,2019-08-24 14:28:35,31.0,-26.79,-60.44,79.51280000000003,7.493749000000001
546,la romana,40.0,DO,2019-08-24 14:28:48,59.0,18.43,-68.97,91.4,13.869028000000002
547,mutengene,75.0,CM,2019-08-24 14:28:48,100.0,4.09,9.32,73.4,6.8674058
548,mareeba,90.0,AU,2019-08-24 14:28:48,82.0,-16.99,145.42,64.4,10.289924
549,ca mau,100.0,VN,2019-08-24 14:28:48,84.0,9.18,105.15,79.51280000000003,4.6528352
550,kudahuvadhoo,99.0,MV,2019-08-24 14:28:49,69.0,2.67,72.89,83.29280000000007,7.806920600000001
551,inongo,42.0,CD,2019-08-24 14:28:49,60.0,-1.93,18.29,81.13280000000009,2.9080220000000003
552,zhezkazgan,0.0,KZ,2019-08-24 14:28:49,31.0,47.8,67.71,64.4,4.47388
553,galesong,20.0,ID,2019-08-24 14:28:49,100.0,-5.32,119.37,71.6,2.23694
554,novyy urengoy,100.0,RU,2019-08-24 14:28:50,97.0,66.08,76.63,53.95280000000005,4.854159800000001
555,bhadrachalam,100.0,IN,2019-08-24 14:28:50,79.0,17.67,80.89,74.65280000000004,4.4291412
556,mogadishu,11.0,SO,2019-08-24 14:28:50,83.0,2.04,45.34,76.63280000000009,14.316416000000002
557,san antonio,0.0,CL,2019-08-24 14:26:36,82.0,-33.58,-71.61,69.80000000000001,9.171454
